Tositenumero;Kirjauspvm;Tili;Tilin nimi;Kustannuspaikka;Kustannuspaikan nimi;Toimittajanro;Toimittajan nimi;Y-Tunnus;Euroa
8011433;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2252;2252 Sairion päiväkoti;75;Palmia Oy;2653762-3     ;271,45
8011433;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2252;2252 Sairion päiväkoti;75;Palmia Oy;2653762-3     ;2747,26
8011853;16.1.2025 00:00;4412;4412 Ravitsemispalvelut;2252;2252 Sairion päiväkoti;91;S-Business Oy;2389183-8     ;77,37
8002125;25.10.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2252;2252 Sairion päiväkoti;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;80
8003487;8.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2252;2252 Sairion päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;9,16
8008986;19.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2252;2252 Sairion päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;384
8002529;29.10.2024 00:00;4520;4520 Elintarvikkeet;2252;2252 Sairion päiväkoti;91;S-Business Oy;2389183-8     ;71,8
8006812;4.12.2024 00:00;4520;4520 Elintarvikkeet;2252;2252 Sairion päiväkoti;91;S-Business Oy;2389183-8     ;46,27
8007232;9.12.2024 00:00;4536;4536 Hoitotarvikkeet;2252;2252 Sairion päiväkoti;891;Aulangon apteekki;2634649-9     ;32,83
8009716;27.12.2024 00:00;4536;4536 Hoitotarvikkeet;2252;2252 Sairion päiväkoti;891;Aulangon apteekki;2634649-9     ;11,58
8003487;8.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2252;2252 Sairion päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;197,59
8008987;19.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2252;2252 Sairion päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;455,37
8005754;25.11.2024 00:00;4600;4600 Muu materiaali;2252;2252 Sairion päiväkoti;65;Mastermark Oy;0250487-8     ;49,9
8011853;16.1.2025 00:00;4600;4600 Muu materiaali;2252;2252 Sairion päiväkoti;91;S-Business Oy;2389183-8     ;16,02
8001999;24.10.2024 00:00;4842;4842 ICT-laitteiden vuokrat;2252;2252 Sairion päiväkoti;501;3 Step IT Oy;2161942-7     ;63,37
8009715;27.12.2024 00:00;4342;4342 ICT-palvelut;2253;2253 Sairion päiväkotdin esiopetus;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;150
8003323;7.11.2024 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;532,49
8005305;20.11.2024 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;385,29
8007233;9.12.2024 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;556,61
8008970;20.12.2024 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;149,12
8011440;13.1.2025 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;381,13
8011428;13.1.2025 00:00;4346;4346 Työvoiman vuokraus;2253;2253 Sairion päiväkotdin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;780,76
8011493;14.1.2025 00:00;4360;4360 Posti- ja kuriiripalvelut;2253;2253 Sairion päiväkotdin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;11,15
8000493;8.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;1018,67
8002833;1.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;1018,67
8003492;8.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;91;S-Business Oy;2389183-8     ;3,65
8005320;21.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;58;Lindström Oy;1712792-1     ;39,54
8008994;19.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;9;Coor Service Management Oy;1597866-9     ;131,83
8008981;19.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;58;Lindström Oy;1712792-1     ;41,08
8011543;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;892,42
8011543;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;1018,67
8003492;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;91;S-Business Oy;2389183-8     ;79,79
8003489;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;400,5
8003489;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;3629,33
8006995;5.12.2024 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;467,25
8006995;5.12.2024 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;4262,85
8011544;14.1.2025 00:00;4412;4412 Ravitsemispalvelut;2253;2253 Sairion päiväkotdin esiopetus;75;Palmia Oy;2653762-3     ;311,5
8005747;25.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;3
8008965;19.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;53,9
8009710;27.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;370
8011431;13.1.2025 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;131
8011437;13.1.2025 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;736,18
8006812;4.12.2024 00:00;4520;4520 Elintarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;91;S-Business Oy;2389183-8     ;52,84
8011853;16.1.2025 00:00;4520;4520 Elintarvikkeet;2253;2253 Sairion päiväkotdin esiopetus;91;S-Business Oy;2389183-8     ;77,99
8006812;4.12.2024 00:00;4600;4600 Muu materiaali;2253;2253 Sairion päiväkotdin esiopetus;91;S-Business Oy;2389183-8     ;11,2
8008996;19.12.2024 00:00;4342;4342 ICT-palvelut;2256;2256 Solvikin päiväkoti;178;Telia Finland Oyj;1475607-9     ;100
8008964;19.12.2024 00:00;4342;4342 ICT-palvelut;2256;2256 Solvikin päiväkoti;178;Telia Finland Oyj;1475607-9     ;500
8003324;7.11.2024 00:00;4346;4346 Työvoiman vuokraus;2256;2256 Solvikin päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;199,8
8005306;20.11.2024 00:00;4346;4346 Työvoiman vuokraus;2256;2256 Solvikin päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;823,35
8006815;4.12.2024 00:00;4346;4346 Työvoiman vuokraus;2256;2256 Solvikin päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;385,29
8008967;19.12.2024 00:00;4346;4346 Työvoiman vuokraus;2256;2256 Solvikin päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;93,98
8001410;17.10.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;11,15
8008493;17.12.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;42,4
8011493;14.1.2025 00:00;4360;4360 Posti- ja kuriiripalvelut;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;84,8
8000493;8.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;5583,96
8001857;23.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;58;Lindström Oy;1712792-1     ;232,96
8002833;1.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;5583,96
8003490;8.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;80,21
8003503;8.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;156
8005318;20.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;58;Lindström Oy;1712792-1     ;232,96
8006813;4.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;32,1
8008983;19.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;58;Lindström Oy;1712792-1     ;296,26
8009708;27.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;9;Coor Service Management Oy;1597866-9     ;99,53
8011444;13.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;58;Lindström Oy;1712792-1     ;148,56
8011429;13.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;364
8011543;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;5583,96
8000176;1.10.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;1296,62
8000493;8.10.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;135,76
8001856;23.10.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;1296,62
8002833;1.11.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;135,76
8003510;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;1296,62
8003511;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;409,4
8003511;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;4099,92
8008977;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;186,9
8008978;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;418,3
8008977;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;1246,7
8008978;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;3931,61
8011442;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;307,05
8011442;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;2703,4
8011543;14.1.2025 00:00;4412;4412 Ravitsemispalvelut;2256;2256 Solvikin päiväkoti;75;Palmia Oy;2653762-3     ;135,76
8009529;23.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;2256;2256 Solvikin päiväkoti;1085;Getaway Games Oy;2754102-6     ;414,55
8001854;23.10.2024 00:00;4470;4470 Muut palvelut;2256;2256 Solvikin päiväkoti;436;Kiipulasäätiö;0147520-0     ;57,37
8009709;27.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2256;2256 Solvikin päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;2018
8003499;8.11.2024 00:00;4520;4520 Elintarvikkeet;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;68,79
8008968;19.12.2024 00:00;4520;4520 Elintarvikkeet;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;0,23
8008968;19.12.2024 00:00;4520;4520 Elintarvikkeet;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;41,67
8011439;13.1.2025 00:00;4520;4520 Elintarvikkeet;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;0,2
8011439;13.1.2025 00:00;4520;4520 Elintarvikkeet;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;35,56
8006495;2.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;143,94
8008988;19.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;129,87
8008990;19.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2256;2256 Solvikin päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;152,49
8000486;8.10.2024 00:00;4600;4600 Muu materiaali;2256;2256 Solvikin päiväkoti;91;S-Business Oy;2389183-8     ;31,04
8001918;23.10.2024 00:00;4342;4342 ICT-palvelut;2257;2257 Solvikin päiväkodin esiopetus;178;Telia Finland Oyj;1475607-9     ;400
8001219;15.10.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;187,95
8001219;15.10.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;589,52
8003324;7.11.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;530,61
8003324;7.11.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1791,26
8005306;20.11.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;799,6
8006815;4.12.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1955,38
8008967;19.12.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;404,96
8009717;27.12.2024 00:00;4346;4346 Työvoiman vuokraus;2257;2257 Solvikin päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;180,46
8000493;8.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2037,78
8001750;22.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;150,78
8002833;1.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2037,78
8005316;20.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;192,98
8008982;19.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;163,44
8011443;13.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;163,44
8011543;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2037,78
8003508;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;160,2
8003502;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;240,3
8003508;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;1154,83
8003502;8.11.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;1792,26
8008976;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;280,35
8008976;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2090,96
8011441;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;106,8
8011441;13.1.2025 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;743,4
8011545;14.1.2025 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;186,9
8011545;14.1.2025 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;1399,56
8011544;14.1.2025 00:00;4412;4412 Ravitsemispalvelut;2257;2257 Solvikin päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2875,59
8008992;19.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;64;Manner Taidetarvikkeet Oy;0680204-7     ;100,14
8008966;19.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;710,42
8011430;13.1.2025 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;28,84
8008968;19.12.2024 00:00;4520;4520 Elintarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;15,26
8008968;19.12.2024 00:00;4520;4520 Elintarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;23,3
8011439;13.1.2025 00:00;4520;4520 Elintarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;13,03
8011439;13.1.2025 00:00;4520;4520 Elintarvikkeet;2257;2257 Solvikin päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;19,89
8006814;4.12.2024 00:00;4581;4581 ICT, koneet ja laitteet;2257;2257 Solvikin päiväkodin esiopetus;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;115
8004856;18.11.2024 00:00;4340;4340 Asiantuntijapalvelut;2262;2262 Ojoisten päiväkoti;42;Jobilla Oy;2655898-5     ;50
8000579;9.10.2024 00:00;4341;4341 Toimisto- ja as.tuntijapalvelu;2262;2262 Ojoisten päiväkoti;42;Jobilla Oy;2655898-5     ;50
8011825;16.1.2025 00:00;4342;4342 ICT-palvelut;2262;2262 Ojoisten päiväkoti;178;Telia Finland Oyj;1475607-9     ;42
8000524;8.10.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1527,57
8002742;31.10.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1781,84
8005523;21.11.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;2311,33
8006633;3.12.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;5472,22
8007945;12.12.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1137,44
8009729;27.12.2024 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;3814,41
8011657;14.1.2025 00:00;4346;4346 Työvoiman vuokraus;2262;2262 Ojoisten päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;782,25
8004989;19.11.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;85,9
8011493;14.1.2025 00:00;4360;4360 Posti- ja kuriiripalvelut;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;40,62
8001210;15.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;134,64
8003419;8.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;660,75
8006219;28.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;9;Coor Service Management Oy;1597866-9     ;102,54
8006212;29.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;123,87
8006629;3.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;144,1
8006631;3.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;427,02
8006954;9.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;123,87
8009647;24.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;159,93
8009650;24.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;579,22
8010703;9.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;123,86
8011537;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;332,49
8006208;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;1948,66
8006211;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;2108,4
8006208;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;12406,25
8008962;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;1980,09
8008962;19.12.2024 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;10909,62
8010538;7.1.2025 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;1704
8010704;8.1.2025 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;1517,62
8010704;8.1.2025 00:00;4412;4412 Ravitsemispalvelut;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;8785,89
8009732;30.12.2024 00:00;4470;4470 Muut palvelut;2262;2262 Ojoisten päiväkoti;27;Loihde Trust Oy;0863729-2     ;50,61
8003039;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;1;Accepta Oy;0924710-6     ;62,93
8003037;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;478;Tevella Oy;2575744-8     ;353,36
8004468;15.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;1349,38
8005229;20.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;64;Manner Taidetarvikkeet Oy;0680204-7     ;307,2
8005226;20.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;62,73
8006206;28.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;376,61
8006632;3.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2262;2262 Ojoisten päiväkoti;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;108,56
8000553;8.10.2024 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;3,3
8000553;8.10.2024 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;42,99
8005532;21.11.2024 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;718;Royal Catering Oy;2516722-9     ;210,53
8006207;28.11.2024 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;26,48
8008962;19.12.2024 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;468,29
