Tositenumero;Kirjauspvm;Tili;Tilin nimi;Kustannuspaikka;Kustannuspaikan nimi;Toimittajanro;Toimittajan nimi;Y-Tunnus;Euroa
8010704;8.1.2025 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;75;Palmia Oy;2653762-3     ;228,89
8010846;9.1.2025 00:00;4520;4520 Elintarvikkeet;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;28,64
8003041;5.11.2024 00:00;4530;4530 Vaatteisto;2262;2262 Ojoisten päiväkoti;478;Tevella Oy;2575744-8     ;85,6
8005228;20.11.2024 00:00;4530;4530 Vaatteisto;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;63,67
8006206;28.11.2024 00:00;4530;4530 Vaatteisto;2262;2262 Ojoisten päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;222,49
8004470;15.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;8,13
8005230;20.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2262;2262 Ojoisten päiväkoti;58;Lindström Oy;1712792-1     ;316,48
8005227;20.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;128,18
8005434;21.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;-56,3
8009906;31.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2262;2262 Ojoisten päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;179,68
8006207;28.11.2024 00:00;4600;4600 Muu materiaali;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;111,08
8009905;31.12.2024 00:00;4600;4600 Muu materiaali;2262;2262 Ojoisten päiväkoti;387;Parolantien Kukkapalvelu Oy;2324468-1     ;31,87
8010846;9.1.2025 00:00;4600;4600 Muu materiaali;2262;2262 Ojoisten päiväkoti;91;S-Business Oy;2389183-8     ;0,22
8001169;15.10.2024 00:00;4860;4860 Muut vuokrat;2262;2262 Ojoisten päiväkoti;13;Epassi Finland Oy;3220764-7     ;100
8004173;13.11.2024 00:00;4860;4860 Muut vuokrat;2262;2262 Ojoisten päiväkoti;13;Epassi Finland Oy;3220764-7     ;79,68
8009325;20.12.2024 00:00;4860;4860 Muut vuokrat;2262;2262 Ojoisten päiväkoti;13;Epassi Finland Oy;3220764-7     ;79,68
8002742;31.10.2024 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1124,93
8005523;21.11.2024 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;773
8006633;3.12.2024 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1433,72
8007945;12.12.2024 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1232,41
8009729;27.12.2024 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;885,26
8011657;14.1.2025 00:00;4346;4346 Työvoiman vuokraus;2263;2263 Ojoisten päiväkodin esiopetus;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;201,31
8004989;19.11.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;6,56
8011493;14.1.2025 00:00;4360;4360 Posti- ja kuriiripalvelut;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;3,53
8003419;8.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;57,46
8006219;28.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;9;Coor Service Management Oy;1597866-9     ;8,92
8006212;29.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;10,77
8006954;9.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;10,77
8009647;24.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;76;Pantex-Pesu Oy;1094990-6     ;13,91
8009650;24.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;50,36
8010703;9.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;10,77
8011537;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;28,92
8006211;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2263;2263 Ojoisten päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;2108,39
8006955;5.12.2024 00:00;4412;4412 Ravitsemispalvelut;2263;2263 Ojoisten päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;4775,92
8010538;7.1.2025 00:00;4412;4412 Ravitsemispalvelut;2263;2263 Ojoisten päiväkodin esiopetus;75;Palmia Oy;2653762-3     ;1508,17
8009732;30.12.2024 00:00;4470;4470 Muut palvelut;2263;2263 Ojoisten päiväkodin esiopetus;27;Loihde Trust Oy;0863729-2     ;4,4
8003039;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;1;Accepta Oy;0924710-6     ;5,47
8003037;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;478;Tevella Oy;2575744-8     ;30,73
8004468;15.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;57;Lekolar-Printel Oy;1546343-8     ;117,34
8005229;20.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;64;Manner Taidetarvikkeet Oy;0680204-7     ;26,71
8005226;20.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;5,45
8006632;3.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;9,44
8006953;5.12.2024 00:00;4520;4520 Elintarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;0,88
8006953;5.12.2024 00:00;4520;4520 Elintarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;84,12
8010846;9.1.2025 00:00;4520;4520 Elintarvikkeet;2263;2263 Ojoisten päiväkodin esiopetus;91;S-Business Oy;2389183-8     ;2,25
8005228;20.11.2024 00:00;4530;4530 Vaatteisto;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;5,54
8004470;15.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;0,71
8005230;20.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2263;2263 Ojoisten päiväkodin esiopetus;58;Lindström Oy;1712792-1     ;27,52
8005227;20.11.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;11,15
8009906;31.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2263;2263 Ojoisten päiväkodin esiopetus;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;15,62
8007953;12.12.2024 00:00;4342;4342 ICT-palvelut;2266;2266 Kaivokadun päiväkoti;413;TELE-HONKANEN OY;0748341-2     ;660
8009702;27.12.2024 00:00;4342;4342 ICT-palvelut;2266;2266 Kaivokadun päiväkoti;413;TELE-HONKANEN OY;0748341-2     ;901,98
8011825;16.1.2025 00:00;4342;4342 ICT-palvelut;2266;2266 Kaivokadun päiväkoti;178;Telia Finland Oyj;1475607-9     ;420
8002100;24.10.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;2316,83
8003035;5.11.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1274,52
8004471;15.11.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;2882,48
8006404;29.11.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;2924,47
8007947;12.12.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;197,22
8009731;27.12.2024 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;3230,33
8011803;15.1.2025 00:00;4346;4346 Työvoiman vuokraus;2266;2266 Kaivokadun päiväkoti;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;733,37
8001410;17.10.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2266;2266 Kaivokadun päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;11,15
8008493;17.12.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2266;2266 Kaivokadun päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;37,49
8000525;8.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;8728,53
8001425;17.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;197,2
8001750;22.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;21,56
8002246;25.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;106,58
8002245;25.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;193,12
8002250;28.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;29,08
8002252;28.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;8728,53
8003036;5.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;285,31
8004477;15.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;21,56
8004479;15.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;148,78
8004478;15.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;235,32
8005510;21.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;29,08
8005979;26.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;256
8005984;26.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;197,2
8005980;26.11.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;8728,53
8006630;3.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;35,96
8007955;12.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;21,56
8007960;12.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;29,08
8007957;12.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;106,58
8007958;12.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;138,26
8007962;12.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;199
8009648;24.12.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;76;Pantex-Pesu Oy;1094990-6     ;149,5
8011658;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;123,46
8011659;14.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;142,48
8011811;15.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;147,9
8011946;16.1.2025 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;65,64
8000551;8.10.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;3313,33
8002244;25.10.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;3025,22
8004474;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;102,35
8004473;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;120,15
8004475;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;329,3
8004474;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1597,35
8004473;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1703,83
8004475;15.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;2139,76
8005509;21.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;115;Palmia Palvelut Oy;2483731-5     ;2593,04
8006209;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;121,23
8006210;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;282,87
8006209;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1758,69
8006210;28.11.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;5331,28
8007950;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;115,7
8007951;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;226,95
8007952;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;280,35
8007949;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;323,28
8007951;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1458,45
8007950;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1555,68
8007952;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1867,22
8007949;12.12.2024 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;5329,77
8010895;10.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;228,99
8010894;10.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1547,54
8010895;10.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;3411,85
8011808;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;75,65
8011810;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;186,9
8011807;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;271,45
8011810;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;973,45
8011808;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1106,73
8011807;15.1.2025 00:00;4412;4412 Ravitsemispalvelut;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;1294,12
8007939;12.12.2024 00:00;4442;4442 Kulttuuri-ja liikuntapalvelut;2266;2266 Kaivokadun päiväkoti;995;Suomen Musiikkiteatteri Oy;2742991-5     ;118,96
8002105;24.10.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;977,86
8002249;25.10.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;1;Accepta Oy;0924710-6     ;54,77
8002247;25.10.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;29
8003038;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;1;Accepta Oy;0924710-6     ;35,83
8003034;5.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;253,65
8004476;15.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;1;Accepta Oy;0924710-6     ;122,08
8004469;15.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;335,97
8005821;25.11.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;11,39
8007428;10.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;198
8007429;10.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;37;Hämeenlinnan Toimistotarvike Petri;1141840-2     ;198
8007426;10.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;18,96
8007427;10.12.2024 00:00;4500;4500 Toimisto- ja koulutarvikkeet;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;42
8002104;24.10.2024 00:00;4520;4520 Elintarvikkeet;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;5,88
8005978;26.11.2024 00:00;4520;4520 Elintarvikkeet;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;101,25
8008962;19.12.2024 00:00;4520;4520 Elintarvikkeet;2266;2266 Kaivokadun päiväkoti;75;Palmia Oy;2653762-3     ;186,89
8009646;23.12.2024 00:00;4520;4520 Elintarvikkeet;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;79,41
8011802;15.1.2025 00:00;4520;4520 Elintarvikkeet;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;23,06
8003034;5.11.2024 00:00;4530;4530 Vaatteisto;2266;2266 Kaivokadun päiväkoti;57;Lekolar-Printel Oy;1546343-8     ;398,67
8003040;5.11.2024 00:00;4536;4536 Hoitotarvikkeet;2266;2266 Kaivokadun päiväkoti;534;Hämeenlinnan I Tori-apteekki;2916052-6     ;41,43
8007943;12.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2266;2266 Kaivokadun päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;135,61
8007942;12.12.2024 00:00;4550;4550 Siivous- ja puhdistusaineet;2266;2266 Kaivokadun päiväkoti;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;192,5
8011660;14.1.2025 00:00;4550;4550 Siivous- ja puhdistusaineet;2266;2266 Kaivokadun päiväkoti;58;Lindström Oy;1712792-1     ;81
8007953;12.12.2024 00:00;4581;4581 ICT, koneet ja laitteet;2266;2266 Kaivokadun päiväkoti;413;TELE-HONKANEN OY;0748341-2     ;49,99
8002104;24.10.2024 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;75,29
8002248;25.10.2024 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;17;Gigantti Oy Ab;1523846-8     ;44,45
8005978;26.11.2024 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;93,98
8009646;23.12.2024 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;45,39
8011802;15.1.2025 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;0,4
8011802;15.1.2025 00:00;4600;4600 Muu materiaali;2266;2266 Kaivokadun päiväkoti;91;S-Business Oy;2389183-8     ;12,73
8001999;24.10.2024 00:00;4842;4842 ICT-laitteiden vuokrat;2266;2266 Kaivokadun päiväkoti;501;3 Step IT Oy;2161942-7     ;63,37
8002307;28.10.2024 00:00;4342;4342 ICT-palvelut;2267;2267 Kaivokadun päiväkodin esiop;178;Telia Finland Oyj;1475607-9     ;257,8
8005837;25.11.2024 00:00;4342;4342 ICT-palvelut;2267;2267 Kaivokadun päiväkodin esiop;178;Telia Finland Oyj;1475607-9     ;257,8
8009434;23.12.2024 00:00;4342;4342 ICT-palvelut;2267;2267 Kaivokadun päiväkodin esiop;178;Telia Finland Oyj;1475607-9     ;99,68
8002100;24.10.2024 00:00;4346;4346 Työvoiman vuokraus;2267;2267 Kaivokadun päiväkodin esiop;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;257,43
8004471;15.11.2024 00:00;4346;4346 Työvoiman vuokraus;2267;2267 Kaivokadun päiväkodin esiop;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;320,27
8006404;29.11.2024 00:00;4346;4346 Työvoiman vuokraus;2267;2267 Kaivokadun päiväkodin esiop;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;297,47
8009731;27.12.2024 00:00;4346;4346 Työvoiman vuokraus;2267;2267 Kaivokadun päiväkodin esiop;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;1082,66
8011803;15.1.2025 00:00;4346;4346 Työvoiman vuokraus;2267;2267 Kaivokadun päiväkodin esiop;373;Tempore Henkilöstöpalvelut Oy;2217411-6     ;322,57
8001410;17.10.2024 00:00;4360;4360 Posti- ja kuriiripalvelut;2267;2267 Kaivokadun päiväkodin esiop;140;Tuomi Logistiikka Oy / Kanta Logist;2722581-6     ;44,45
8002311;28.10.2024 00:00;4380;4380 Puht.pito- ja pesulapalvelut;2267;2267 Kaivokadun päiväkodin esiop;58;Lindström Oy;1712792-1     ;30,93
